#{"t_start": 1781910059.008159, "env_id": "None"}
r,l,t
-2.05,8,755.765089
-2.05,12,755.797297
-2.33,14,755.832736
-1.97,10,755.863008
-1.97,10,755.893363
1.88,18,755.938116
-2.28,12,756.421493
1.88,13,756.457416
-6.65,45,756.571419
-1.97,15,756.613506
-2.17,14,756.650079
-1.96,13,756.691107
-2.05,14,756.729618
-2.05,14,756.771693
-2.16,17,756.817618
1.61,40,756.93111
-1.93,9,756.960398
-2.05,15,757.004927
1.88,20,757.064232
-2.05,14,757.115985
-2.47,13,757.162305
-6.71,46,757.317569
-6.51,50,757.475035
-6.09,58,757.641366
-6.59,55,757.783248
-6.09,58,758.366132
-1.93,11,758.394914
-1.97,10,758.426843
-2.19,13,758.460042
-5.73,68,758.622768
-2.05,11,758.652951
-1.98,5,758.668413
-1.98,9,758.692748
-2.02,12,758.724272
-5.54,68,758.89096
-2.45,21,758.958116
-6.55,48,759.090797
-6.35,48,759.227838
-6.55,49,759.369693
-1.97,9,759.401516
-1.97,9,759.434076
-6.01,61,759.619082
-6.53,57,760.394733
1.88,22,760.452608
-1.97,9,760.481295
-2.11,17,760.529638
-2.56,16,760.582199
-5.72,81,760.805901
-2.11,10,760.837523
-5.63,89,761.06147
-6.6,49,761.182716
-2.05,14,761.219822
1.28,156,761.586156
-2.11,11,761.61826
-6.43,57,762.178723
-2.02,14,762.216461
-6.5,50,762.366237
-6.23,60,762.524062
-6.16,49,762.652598
-2.05,8,762.676413
-1.98,16,762.719528
1.88,18,762.767599
-1.98,11,762.797709
-1.98,6,762.814939
-1.93,11,762.845439
-2.19,9,762.874479
-1.97,9,762.900482
-1.97,5,762.917125
-1.98,15,762.957741
-2.25,13,762.994083
1.88,14,763.031121
-2.25,14,763.072053
-2.33,11,763.10233
-2.05,8,763.127358
-1.97,9,763.157467
-2.11,11,763.190395
-2.03,9,763.215952
-1.88,6,763.235448
-2.12,9,763.25969
-6.43,51,763.407073
-1.98,10,763.435076
-6.35,57,764.047291
-3.13,21,764.107795
-1.93,11,764.140972
1.41,21,764.195928
-2.05,11,764.225369
-1.96,12,764.253767
-2.05,8,764.275082
-1.97,9,764.29976
-1.98,14,764.339865
-2.05,7,764.35859
-1.98,16,764.400338
-3.29,23,764.458607
-2.14,12,764.488548
-1.88,10,764.517695
-2.05,10,764.548802
-2.03,12,764.581053
-1.97,9,764.609807
-2.3,16,764.656742
-6.73,48,764.788141
-2.05,11,764.82567
-2.19,10,764.86188
-2.02,14,764.906067
-1.88,7,764.931475
-2.05,11,764.968448
-2.05,9,764.994911
-1.93,15,765.038922
-2.05,9,765.07223
-6.64,50,765.252252
-2.05,9,765.310711
-5.53,74,765.699865
-2.05,11,766.42928
1.58,157,766.945926
-1.97,13,766.991127
-2.14,12,767.036915
-2.47,11,767.074135
-2.25,17,767.134476
-6.25,61,767.323446
-1.92,10,767.35095
-1.93,11,767.385122
-1.93,10,767.410049
-6.11,51,767.547786
-2.14,10,767.575413
-1.92,10,767.600229
-1.9,6,767.615742
-6.67,50,767.748427
-6.19,51,767.883692
-6.67,49,768.445011
-2.11,18,768.496362
-1.93,7,768.519119
-1.96,11,768.550952
-2.05,12,768.584326
1.46,22,768.642179
-6.66,46,768.767203
1.88,14,768.803141
-2.14,16,768.846279
-2.05,11,768.885038
-2.28,18,768.949368
-6.58,48,769.107524
-1.98,12,769.143877
-5.68,55,769.28512
-2.05,11,769.315825
-2.33,15,769.358275
-6.3,52,769.488264
-5.35,122,770.254679
-2.05,12,770.287409
-6.75,51,770.426934
-2.25,12,770.459113
-2.19,13,770.49239
-2.05,8,770.513874
-6.67,49,770.631943
-5.95,54,770.770073
-1.98,12,770.805286
-2.47,14,770.844024
-4.85,127,771.132809
-6.46,52,771.268942
-1.97,12,771.303719
-2.05,13,771.340324
-2.31,14,771.380586
-2.05,7,771.40555
-6.71,49,771.545915
-1.97,10,771.575351
